NoteNr,TimeStamp,Pitch,Velocity,Key_OnOff,Device,Tempo,SubNr,BlockNr,TrialNr,Skill,Condition,Image,Error
17,0,79,76,1,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
18,314,78,81,1,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
19,373,79,64,0,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
20,582,79,76,1,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
21,610,78,64,0,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
22,864,76,78,1,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
23,910,79,64,0,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
24,1144,72,77,1,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
25,1202,76,64,0,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
26,1366,72,64,0,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
27,1426,67,63,1,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
28,1486,67,64,0,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
29,1705,67,46,1,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
30,1759,67,64,0,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
31,1996,67,58,1,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
32,2036,67,64,0,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
33,2286,79,75,1,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
34,2585,78,81,1,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
35,2639,79,64,0,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
36,2869,79,86,1,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
37,2889,78,64,0,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
38,3146,76,83,1,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
39,3183,79,64,0,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
40,3427,76,64,0,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
41,3444,72,78,1,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
42,3750,76,78,1,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
43,3801,72,64,0,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
44,4023,79,84,1,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
45,4072,76,64,0,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
46,4302,84,78,1,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
47,4322,79,64,0,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
48,4592,83,81,1,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
49,4660,84,64,0,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
50,4905,81,58,1,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
51,4930,83,64,0,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
52,4965,81,64,0,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
53,5157,81,57,1,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
54,5232,81,64,0,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
55,5440,81,66,1,2,100,14,4,4,dynamics,teaching,4_t_stim_d.png,0
